lon,lat,sedimentation_rate
40.5,-48.5,0.217008331674151
-151.5,37.5,0.125742924865335
-118.5,-20.5,0.22000448370818
-64.5,44.5,2.33654235489666
-7.5,-42.5,0.232877544476651
179.5,-10.5,0.109418644569814
120.5,20.5,1.76691799424589
105.5,-0.5,2.1047699265182
-31.5,-62.5,0.372506765415892
-154.5,-29.5,0.097310527053196
-19.5,-0.5,0.333837233483791
-60.5,63.5,2.30088271200657
-171.5,-20.5,0.118897849461064
-117.5,-15.5,0.218954693991691
-129.5,27.5,0.164823970408179
-106.5,-61.5,0.284376583294943
14.5,56.5,2.4993687402457
99.5,-56.5,0.547796604223549
-142.5,55.5,0.999555224552751
144.5,12.5,0.139048497658223
140.5,3.5,0.181972107384354
133.5,-42.5,0.600136292632669
-145.5,-27.5,0.138860195875168
171.5,-53.5,0.732226064428687
-131.5,7.5,0.141944401548244
-33.5,-67.5,0.6924670888111
-37.5,57.5,1.10619608312845
-24.5,18.5,0.570494041312486
158.5,41.5,0.103234546259046
-163.5,0.5,0.114762922748923
-31.5,-45.5,0.259379448834807
-10.5,-43.5,0.270215561613441
146.5,74.5,2.02021817676723
-93.5,-51.5,0.223790892050602
22.5,79.5,1.02393806446344
60.5,5.5,0.362702790880576
-67.5,-77.5,2.24899151362479
174.5,14.5,0.100289544207044
173.5,79.5,1.52587285265327
60.5,-62.5,1.69435073621571
47.5,10.5,1.68801238760352
106.5,-57.5,0.54448627633974
-113.5,77.5,1.18742859922349
17.5,-65.5,0.813718419522047
-116.5,-46.5,0.243602742557414
-62.5,38.5,1.05817755684257
-138.5,24.5,0.149590108776465
-29.5,-29.5,0.340706057613716
171.5,1.5,0.1175580182462
54.5,17.5,1.72360194846988
75.5,-48.5,0.294634402962402
38.5,76.5,1.01955991704017
115.5,17.5,1.78197666537017
29.5,-39.5,0.621372368186712
-124.5,49.5,2.19134497456253
-106.5,3.5,0.347226683516055
-21.5,-57.5,0.275668484391645
-31.5,-38.5,0.252164085395634
-173.5,79.5,0.99339394364506
-36.5,-76.5,2.07545142620802
23.5,-62.5,0.71761361323297
-177.5,-0.5,0.107178559119347
55.5,8.5,0.503785850014538
68.5,77.5,1.3654688373208
-122.5,32.5,0.967447471339256
-34.5,2.5,0.439965166151524
-20.5,17.5,0.925840169657022
-1.5,54.5,2.23658164031804
-40.5,-28.5,1.56301492825151
177.5,57.5,1.0764297330752
-28.5,-43.5,0.290740426862612
-121.5,74.5,1.82969321031123
57.5,3.5,0.448158942162991
134.5,37.5,1.89454248175025
122.5,19.5,1.91330746747553
155.5,29.5,0.122527373605408
163.5,-53.5,0.333326286636293
-177.5,46.5,0.10945388203254
-8.5,52.5,1.97620643302798
74.5,-10.5,0.242690541199408
-29.5,-24.5,0.296781654469669
-39.5,40.5,0.532017729710788
-57.5,19.5,0.254240032518283
-92.5,-39.5,0.228117132792249
6.5,-24.5,0.55568985408172
-165.5,30.5,0.105138089566026
173.5,32.5,0.102670426713303
141.5,7.5,0.116115930723026
-2.5,1.5,0.926563574466854
171.5,25.5,0.10568381549092
-19.5,-14.5,0.350693822838366
-83.5,-52.5,0.260502652963623
-179.5,-64.5,0.560710730496794
-153.5,18.5,0.105297476693522
24.5,-57.5,0.306737114442512
-79.5,-37.5,0.606604677159339
-127.5,-14.5,0.21068197384011
9.5,-56.5,0.22213273041416
168.5,18.5,0.105057042674162
134.5,11.5,0.373515824321657
-133.5,-19.5,0.163018674356863
-107.5,-23.5,0.226507618208416
113.5,-3.5,1.90529995597899
67.5,1.5,0.389706488931552
162.5,-75.5,2.3135079536587
80.5,5.5,1.70513626653701
-55.5,25.5,0.252166297286749
-168.5,-7.5,0.126640050439164
3.5,2.5,0.790600315667689
-157.5,-3.5,0.109418411739171
97.5,-32.5,0.323991873301566
113.5,-47.5,0.459262140793726
120.5,17.5,1.62731541786343
-152.5,-81.5,2.05316976644099
87.5,-37.5,0.285750487819314
25.5,36.5,1.83256284799427
-167.5,-71.5,0.60824555112049
-1.5,70.5,1.26403861213475
-92.5,-22.5,0.202293551410548
129.5,72.5,1.94986467249691
11.5,74.5,1.56882195733488
-129.5,-62.5,0.303850451018661
-86.5,26.5,2.29709036648273
-116.5,73.5,2.14272295124829
142.5,-42.5,1.53208232950419
24.5,-42.5,0.467523175757378
9.5,-41.5,0.397341907955706
113.5,-31.5,2.1332218311727
-119.5,-53.5,0.259950087638572
-49.5,39.5,1.41139212064445
-55.5,37.5,0.658510951325297
-95.5,-14.5,0.240152003243566
-42.5,-38.5,0.382087688194588
35.5,-37.5,0.410822976846248
-125.5,20.5,0.172478103195317
-49.5,17.5,0.328249501762912
19.5,-57.5,0.33830470056273
-122.5,-14.5,0.202529903617688
99.5,-55.5,0.460581155493856
-108.5,12.5,0.370740977814421
-130.5,-12.5,0.198025634745136
126.5,-57.5,0.545902061276138
166.5,78.5,1.42677803523839
18.5,69.5,2.31851544231176
-123.5,37.5,1.19670864660293
-126.5,43.5,0.27339841471985
-127.5,82.5,2.01680115424097
-55.5,26.5,0.225496041821316
-156.5,-29.5,0.113031295768451
-51.5,-76.5,2.0259702578187
140.5,57.5,2.00224411673844
179.5,77.5,1.87123438809067
-143.5,5.5,0.108427346276585
178.5,-35.5,1.97763601318002
0.5,5.5,1.73144682776183
-168.5,-69.5,0.543443660717458
-48.5,27.5,0.310377188725397
-88.5,18.5,2.68135615624487
-78.5,-67.5,1.06612383387983
-119.5,72.5,2.30279308743775
137.5,23.5,0.433774548582733
115.5,76.5,2.28208629414439
-11.5,64.5,1.48996349889785
10.5,-52.5,0.356214062776417
55.5,6.5,0.68769243080169
-126.5,-35.5,0.225030249566771
59.5,-20.5,0.339956925017759
-110.5,-47.5,0.22610132873524
1.5,81.5,1.53478246647865
-29.5,61.5,0.70012966170907
52.5,68.5,2.55870306864381
-37.5,-30.5,0.746904697734863
4.5,2.5,0.808244687505066
-48.5,-31.5,2.12577823549509
50.5,-49.5,0.22570148576051
68.5,-44.5,0.241406203713268
-113.5,9.5,0.309157185256481
170.5,-19.5,0.386275438359007
-15.5,9.5,1.81818578857929
68.5,-60.5,1.01075205020607
142.5,78.5,1.1470754398033
-130.5,-19.5,0.173968554008752
156.5,21.5,0.0905854467418976
-53.5,72.5,2.08242610096931
2.5,-66.5,0.894443423021585
-46.5,-72.5,1.44513347186148
163.5,-75.5,2.34917551279068
-157.5,-48.5,0.129852123791352
-31.5,-13.5,0.553646474145353
1.5,53.5,2.0583956502378
-12.5,-12.5,0.340361439157277
-57.5,63.5,1.44989986438304
-19.5,-59.5,0.303133449051529
-88.5,-70.5,1.43947673495859
-40.5,21.5,0.229110330110416
-113.5,25.5,1.43150868825614
-26.5,26.5,0.345998734701425
-17.5,55.5,1.17730430793017
72.5,72.5,2.22344091162086
-102.5,8.5,0.374895142158493
